RuleID,Title,Severity,Category,SourceFile,Line
R-dd6474ce19ff,"- [ ] Determinism preserved (snapshots/canonical outputs, where applicable)",Low,Quality,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,12
R-c5e38311d6ef,- [ ] Security checks reviewed (Bandit/pip-audit output; zero high/critical on m,Low,Security,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,13
R-f48eff0c4bcd,- [ ] Docs updated (README/CHANGELOG/runbooks as relevant),Low,Docs,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,14
R-779d4005add1,- [ ] Rollback notes and risk in PR description; no destructive migrations witho,Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,15
R-0e3bd68e046a,- [ ] Adapters/feature flags used for new integrations; defaults safe (OFF),Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,16
R-d17d58de4e3e,- [ ] Guard tests for public surface/routers; behavior unchanged unless specifie,Low,CI/CD,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,19
R-2e041b637b93,- [ ] Observability: structured logs with correlation IDs; metrics for critical ,Low,Observability,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,20
R-49a259c33c36,- [ ] Config via typed settings; no secrets in code; .env.example updated,Low,Security,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,21
R-056dc1f46261,"- [ ] Performance impact considered; if marked critical, include benchmark delta",Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,22
R-f15e6884f7da,- [ ] Schema/mapping matrix updated; data quality checks pass (no new critical f,Low,Data,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,25
R-d7635dce3cd1,- [ ] Snapshot/golden outputs updated intentionally; review includes diff of can,Low,Quality,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,26
R-61a9e1022437,- [ ] Large datasets handled via LFS/DVC or artifacts (no repo bloat),Low,Data,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,27
R-79f2b1ab97fb,- [ ] Docs build; links and examples tested,Low,Quality,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,30
R-319810b70913,- [ ] PR template/DoD alignment verified,Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,31
R-b5054f1e1cc1,- [ ] Autonomy: changes follow Lead Developer mode (act without asking); escalat,Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,32
R-2eb8f87f7275,"- [ ] R2P artifacts attached: search ledger, POC protocol, replication notes",Low,Process,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,35
R-85322fe384f9,- [ ] Decision (Adopt/Hold/Reject) recorded; ADR if adopted; adapter+flag integr,Low,CI/CD,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,36
R-be2a7d9803ca,- [ ] Shadow A/B plan for 7-day stability documented before gating,Low,Docs,/Users/frisowempe/ISA_D/docs/DEFINITION_OF_DONE.md,37
R-9943098c1357,- Phase 3: Nap‑time learning promotion; memory drift thresholds tuned; flip cohe,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,98
R-ff397f7990e1,- Phase 1: ruff enforced; mypy/tests advisory.,High,Quality,/Users/frisowempe/ISA_D/docs/ROADMAP.md,164
R-69e02fd41472,- Phase 2–3: ≥90% coverage; flip type/tests to enforced; nightly mutation ≥70%.,High,Quality,/Users/frisowempe/ISA_D/docs/ROADMAP.md,166
R-e460a7532c43,- Process: Definition of Done + PR template enforced on PRs.,High,Process,/Users/frisowempe/ISA_D/docs/ROADMAP.md,170
R-f18a1cb5d8e4,- Gate A: ruff enforced; PR CI green; monorepo ready.,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,267
R-a73741d1973a,"- Gate B: coverage ≥90% (core), mypy enforced, mapping matrix complete.",High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,268
R-2249377906ce,- Gate OI: runtime parity ≥95% on eval tasks; MCP smoke green 7 days; orchestrat,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,272
R-3b64371b9362,- CP-1 (to Gate A): Monorepo target layout approved → Migration map finalized → ,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,279
R-e3f969700429,- CP-2 (to Gate B): Tests stabilized (core coverage ≥90%) → mypy green on target,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,280
R-37aee7014276,- CP-4 (to Gate D): Security baseline triaged → no high/critical in Bandit/pip-a,High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,282
R-5d1334070c81,- A check flips from advisory to enforced only after 7 consecutive green nightly,High,Process,/Users/frisowempe/ISA_D/docs/ROADMAP.md,287
R-0dac310f7ca6,"- Medium term (weeks 3–6): Quality gates (typing/tests/security) enforced, deter",High,CI/CD,/Users/frisowempe/ISA_D/docs/ROADMAP.md,292
R-102b34e2c058,- Memory coherence: enforced drift gate; uploads memory logs snapshot.,High,CI/CD,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,11
R-8e5fcb6d132b,- Large/binary files should be tracked via LFS where retention is required (see ,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,52
R-2c36c7163d42,"Once these conditions are met, flip the memory coherence gate from advisory to e",High,CI/CD,/Users/frisowempe/ISA_D/docs/CI_WORKFLOWS.md,60
R-c868f71180b0,- Enforced: failures block merges.,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,6
R-81bd5d41c221,Initial PR CI (advisory → enforced when stable),High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,8
R-61e2990ce1a8,- Lint/format (ruff): enforced immediately.,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,9
R-42bdfb61ef9f,- Typecheck (mypy): advisory → enforced once green for 7 consecutive days.,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,10
R-64d1c3a84747,- Tests + coverage: advisory → enforced at ≥90% coverage (core modules).,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,11
R-dde0de68d4bf,"- Security (bandit, pip-audit, gitleaks): advisory → enforced once baseline issu",High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,12
R-0e96d86436ae,- **Linting**: Must pass `ruff check`.,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,19
R-18545355100b,- **Formatting**: Must pass `ruff format --check`.,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,20
R-da76116b54ff,- **Type Checking**: Must pass `mypy` with no errors (once the gate is enforced),High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,21
R-28bf891b9551,- **Testing**: Must be covered by `pytest` unit or integration tests where appli,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,22
R-ad054c50f65e,- **Security**: Must pass `bandit` and `pip-audit` scans with no high/critical v,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,23
R-8d00ac61d083,All test files (`**/tests/**/*.py`) are considered part of the project's quality,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,27
R-bcc0186b674a,"Project configuration files (`.yml`, `.toml`, `.yaml`, `Dockerfile`, etc.) are g",High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,31
R-f314121b818d,- Memory coherence: enforced drift gate (threshold tuned); report includes coher,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,38
R-ea85114a3218,- pip-audit runs in PR CI (advisory → enforced) against these manifests; remedia,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,46
R-898e366a0a91,- Flip a check to enforced only after it runs green for a sustained period or ha,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,50
R-a902ef8c37df,Gate‑Flip Conditions (Advisory → Enforced),High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,52
R-4d952ce8788d,"- For urgent fixes that must bypass gates, use a dedicated ""break‑glass"" label a",High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,63
R-86f8a81d373c,- Requirements: all tests/linters must still run; post‑merge follow‑up issue to ,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,65
R-95ceec0213e2,Waiver Policy,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,67
R-5b53b5dacb02,"- Waivers must be documented in TECH_DEBT.md with owner, reason, scope, and expi",High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,68
R-d02e54d5b4f5,- Memory coherence: gate promoted to enforced after 7 consecutive green PRs (now,High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,74
R-3278d70a22bb,- Promotion: orjson default may be considered only after cross‑OS parity and 7 c,Low,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,82
R-0487ebc6c5b8,"- Gates: Lint (enforced), Types/Tests/Security (advisory → enforced after 7 gree",High,CI/CD,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,8
R-308d70a02fb4,- Orchestrator‑Only Policy: Enforce `ISA_FORBID_DIRECT_LLM=1` in environments th,High,Process,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,13
R-e328d4af5a32,- Promotion: Any advisory check flips to enforced only after stable green (7‑day,High,Process,/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,17
R-edd1161908be,- Budgets and alerts configured for costly features; PRs must not exceed budget ,High,Process,/Users/frisowempe/ISA_D/docs/COST_TELEMETRY.md,18
R-14ef97e36920,- Quality: Core coverage ≥90%; type errors = 0 on target modules; determinism ga,High,CI/CD,/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,8
R-192d70fed238,- Gate B: mypy + tests enforced on core paths; coverage no-regression guard acti,High,CI/CD,/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,15
R-e0f0c3e9455b,- Flip Gates: Promote tests/coverage/type/semgrep to enforced for core paths aft,High,CI/CD,/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,23
R-daddd4f58e64,Acceptance: Gates enforced; zero regressions in 7-day window; council summaries ,High,CI/CD,/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,26
R-c69210acb646,- [ ] Deliver AI Project Charter (docs/AI_PROJECT_CHARTER.md) — owner: eng-lead ,Medium,Docs,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,9
R-4140ff5a1d75,- [ ] Deliver Vector Store Schema (docs/VECTOR_STORE_SCHEMA.md) — owner: data-en,Medium,Data,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,11
R-01d0173fc8c8,- [ ] Deliver Model Card (docs/model_cards/EXAMPLE.md) — owner: data-science — A,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,13
R-9619237ae944,- [ ] Deliver Data Catalog stub (data/data_catalog.yaml) — owner: data-engineer ,Medium,Data,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,15
R-d9cd36c83aa9,"- Risk: CI churn from new doc checks. Mitigation: start advisory, roll to enforc",High,CI/CD,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,57
R-5649ad29a9ec,- `libraryName` (required): The name of the library to search for,Low,Process,/Users/frisowempe/ISA_D/context7-master/README.md,973
R-371d69623194,- `context7CompatibleLibraryID` (required): Exact Context7-compatible library ID,Low,Docs,/Users/frisowempe/ISA_D/context7-master/README.md,976
R-5655b1cfc021,- [ ] Lint/format clean (ruff),Low,Quality,/Users/frisowempe/ISA_D/.github/pull_request_template.md,8
R-9eda75743fee,- [ ] Typecheck clean (mypy) or waivers documented,Medium,Quality,/Users/frisowempe/ISA_D/.github/pull_request_template.md,9
R-2e8f82227af4,- [ ] Tests updated/added and green (advisory until gates flip),Medium,CI/CD,/Users/frisowempe/ISA_D/.github/pull_request_template.md,10
R-ad778c49738e,- [ ] Determinism preserved (snapshots/canonical outputs where applicable),Low,Quality,/Users/frisowempe/ISA_D/.github/pull_request_template.md,11
R-2f891dc74edb,- [ ] Memory coherence reviewed (gate output and memory logs snapshot in CI arti,Medium,CI/CD,/Users/frisowempe/ISA_D/.github/pull_request_template.md,12
R-3c7e14f9d61d,- [ ] Coherence audit reviewed (coherence scorecard and orphans list in CI artif,Low,CI/CD,/Users/frisowempe/ISA_D/.github/pull_request_template.md,13
R-c29c0c18181a,- [ ] Security reviewed (Bandit/pip-audit output); no secrets committed,Low,Security,/Users/frisowempe/ISA_D/.github/pull_request_template.md,14
R-682b1609909d,- [ ] Docs updated (README/CHANGELOG/runbooks as needed),Low,Docs,/Users/frisowempe/ISA_D/.github/pull_request_template.md,15
R-27ebea23eb06,- [ ] Rollback plan noted,Low,Process,/Users/frisowempe/ISA_D/.github/pull_request_template.md,16
R-80cc9cbb843f,- [ ] Adapters/feature flags for new integrations (default OFF),Low,Process,/Users/frisowempe/ISA_D/.github/pull_request_template.md,17
R-806687f0119d,- [ ] `make docs-lint` (fix any broken refs; see `docs/audit/docs_ref_report.md`,Low,Quality,/Users/frisowempe/ISA_D/.github/pull_request_template.md,21
R-04e283c8dc8f,- [ ] `make healthcheck` (review `docs/audit/healthcheck.md` and attach key exce,Low,Docs,/Users/frisowempe/ISA_D/.github/pull_request_template.md,22
R-faa9d9438aa1,- [ ] `make pr-notes` (attach `agent/outcomes/PR_NOTES.md` Plan/Diff/Evidence),Low,Agentic,/Users/frisowempe/ISA_D/.github/pull_request_template.md,23
R-c82036dc7944,Scope: Safe stubs for plan→tool→reflect graphs (no external deps). Use to prove ,Low,Process,/Users/frisowempe/ISA_D/src/orchestrator/README.md,4
R-8b57626a3be8,- [ ] Draft,Low,Process,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,30
R-ef9b42da4bed,- [ ] Internal review,Low,Process,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,31
R-4c5cdb75e2d3,- [ ] Commit,Low,Process,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,32
R-f1a840d1c6d2,- [ ] PR,Low,Process,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,33
R-8a7d49596585,- [ ] Review & merge,Low,Process,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,34
R-0d2db702e3b4,- **`excludeFiles`** (array): Specific file names to exclude from documentation ,Low,CI/CD,/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,51
R-db120e3569b9,> **Note**: The `tag` value must exactly match an existing Git tag in your GitHu,High,Process,/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,112
R-4bc8f65367b3,- Introduce a JSON Schema validation utility based on fastjsonschema for heavy s,Low,Security,/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,8
R-b526e48abb57,- Improved throughput for schema-only paths; two validation mechanisms increase ,Low,Security,/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,13
R-78ebb1dd9e8a,- Promotion: enable orjson by default only after cross‑OS verification and 7 gre,Low,Security,/Users/frisowempe/ISA_D/docs/ADR/0003-canonical-json-orjson.md,25
R-a0b7008ae9fd,- The agent edits code and runs tools; safety must be explicit and enforceable.,High,CI/CD,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,5
R-f395d3514b10,Kill-Switch & Triggers (Details),High,Agentic,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,13
R-da24075aa771,- Promotion criteria: Tier advancement only after 4 consecutive weeks meeting au,Low,CI/CD,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,18
R-7b369e299909,- Default safe OFF for external calls in CI; keys via env; rate limits and budge,High,CI/CD,/Users/frisowempe/ISA_D/docs/llm/RUNTIME_LAYER.md,12
R-478534417c88,CI (Advisory → Enforced),High,CI/CD,/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,13
R-823a3cf429e2,- Promote to enforced for core paths after 7 green runs (no critical failures).,High,Process,/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,15
R-f2d74348b205,"- FS (filesystem restricted), Git (read‑only by default), Build (safe commands c",Low,Process,/Users/frisowempe/ISA_D/docs/interop/MCP.md,8
R-f9695e160086,- Expose tools/data via MCP servers; consume via an MCP client. All tools must b,High,Data,/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,11
R-3d001d99157f,8) Refactor SuperApp to call the orchestrator only; forbid direct LLM calls.,Low,Process,/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,23
R-cd4eb4e201fb,8) SuperApp refactor — call orchestrator only; forbid direct LLM calls,Low,Process,/Users/frisowempe/ISA_D/docs/agents/ORCHESTRATION_ARCHITECTURE.md,69
R-3c807095107f,**Important:** For a comprehensive onboarding experience and detailed operationa,High,CI/CD,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,4
R-f0abe0590203,- Respect autonomy tiers (T0/T1/T2). Default T0/T1 branch writes only; T2 only f,Low,Process,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,9
R-db2f4b2e6437,"- Escalate only on policy triggers: kill-switch active, destructive/irreversible",High,CI/CD,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,34
R-3e8ce88ecedf,- Autonomy: Act without asking. Seek minimal human input; escalate only on polic,Low,Data,/Users/frisowempe/ISA_D/docs/agents/CODEGENESIS.md,7
R-e613f4402119,- [ ] Flip ruff/pytest/coverage/semgrep to enforced after 7-day stability (3 pts,High,Quality,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,3
R-e97b02cd930d,- [ ] Add determinism snapshot CI job (advisory → enforced) (2 pts),High,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,4
R-d92393058128,- [ ] Add docs build (MkDocs) advisory gate (1 pt),Medium,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,5
R-74a9aaf0214a,- [ ] Add container build + /metrics curl check in CI (2 pts),Low,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,6
R-6ffd064fac89,- [ ] Enforce kill-switch/waiver labels in CI (1 pt),High,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,7
R-728d73fea19a,- [ ] Link dependency files to pip-audit policy in QUALITY_GATES (1 pt),Medium,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,8
R-eac11228517d,"- [ ] Reference workflows (docs_auto_sync, poc_bench) in CI_WORKFLOWS and QUALIT",Medium,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,9
R-26efbaaff847,- [ ] Reduce completeness gaps by referencing key docs in ROADMAP/TODO/DoD (2 pt,Low,CI/CD,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,10
R-3da06c350a74,"- CI Gates: Present 15, Enforced 5, Advisory 10",High,CI/CD,/Users/frisowempe/ISA_D/docs/audit/audit_report.md,5
R-772edc6c4666,Required Sample Size (calc + method):,Low,Process,/Users/frisowempe/ISA_D/docs/templates/power_analysis_template.md,8
R-118ff3e4bbab,- Event logs (append-only JSONL): `agent/memory/memory_log.jsonl`,Low,Agentic,/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,8
R-540278444bcc,- Keep deletion reversible only via backups until retention windows expire. Revi,Low,Process,/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,20
