RuleID,SourceFile,Line,Artefact,Status,Evidence
R-c51c41fde8dc,/Users/frisowempe/ISA_D/QUALITY_SCORECARD.md,9,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-faea8c0a6e0c,/Users/frisowempe/ISA_D/QUALITY_SCORECARD.md,15,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-62b5674f465d,/Users/frisowempe/ISA_D/gemini.md,10,,FAIL,
R-6460d79d09cb,/Users/frisowempe/ISA_D/gemini.md,24,,FAIL,
R-bb2e59f85d58,/Users/frisowempe/ISA_D/docs/RESEARCH_KNOWLEDGE_GAPS.md,41,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-1a9613b3df22,/Users/frisowempe/ISA_D/docs/RESEARCH_KNOWLEDGE_GAPS.md,237,,FAIL,
R-b195ab9d09e6,/Users/frisowempe/ISA_D/docs/RESEARCH_KNOWLEDGE_GAPS.md,239,,FAIL,
R-d25ece872f47,/Users/frisowempe/ISA_D/docs/VECTOR_STORE_SCHEMA.md,10,,FAIL,
R-18792834f632,/Users/frisowempe/ISA_D/docs/VECTOR_STORE_SCHEMA.md,21,,FAIL,
R-40eea275e63b,/Users/frisowempe/ISA_D/docs/VECTOR_STORE_SCHEMA.md,37,,FAIL,
R-fad2263d458a,/Users/frisowempe/ISA_D/docs/RESEARCH_OPERATIONS.md,16,,FAIL,
R-4c4306378c14,/Users/frisowempe/ISA_D/docs/AI_AGENT_ONBOARDING.md,7,,FAIL,
R-496097b5f803,/Users/frisowempe/ISA_D/docs/AI_AGENT_ONBOARDING.md,33,,FAIL,
R-fbc69238d586,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,17,,FAIL,
R-aaa35a89051b,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,22,,FAIL,
R-f632eea427dd,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,43,,FAIL,
R-03df19646c9a,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,50,,FAIL,
R-ae7d57080c6e,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,59,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-d94261f042ae,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,66,,FAIL,
R-549e10fa406b,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,69,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-cec3f22c4a90,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,80,,WARN,
R-f735c039e15e,/Users/frisowempe/ISA_D/docs/AGENTIC_ARCHITECTURE.md,88,,FAIL,
R-7b914e9aa844,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,11,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-53af647a56a4,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,12,,FAIL,
R-5b46b44db252,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,13,,FAIL,
R-7f4c1771020f,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,14,,FAIL,
R-21dd01899166,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,15,,FAIL,
R-17febb105ca8,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,16,,FAIL,
R-147afed63a9a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,18,,FAIL,
R-19ed973fb163,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,19,,FAIL,
R-074486b9b35f,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,20,,FAIL,
R-1d2aba4b2318,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,21,,FAIL,
R-205ccc4c8db7,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,22,,FAIL,
R-697c426bb4fe,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,23,,FAIL,
R-fb0a11ffc79a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,24,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-2717efde47b8,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,27,,FAIL,
R-f52ecb3260f2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,28,,FAIL,
R-24472509b0f6,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,29,,FAIL,
R-065a0ee055b2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,30,,FAIL,
R-6b5739ae40c3,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,31,,FAIL,
R-4d7e22c6ca81,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,34,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-cd89ef906a1c,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,35,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-24a9d4647963,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,36,,FAIL,
R-8e744c999901,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,37,,FAIL,
R-eb4540e18068,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,38,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-0e7e5c0bf525,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,41,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-48fc676cd91b,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,42,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-fa5c89ee55e9,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,43,,FAIL,
R-0e0157e65b90,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,44,,FAIL,
R-391bf2133fad,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,45,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-c8b28521a975,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,48,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-eee9178c604a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,49,,FAIL,
R-566198e8ea59,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,50,,FAIL,
R-f844202242ed,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,51,,FAIL,
R-78cfd549248a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,52,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-dd0d7d0bd070,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,55,,FAIL,
R-11699e3eb2b6,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,56,,FAIL,
R-6c0c7d1058ee,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,57,,FAIL,
R-b2f81bb667c9,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,58,,WARN,
R-f2e57f3f8b20,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,61,,FAIL,
R-cfc2bcda97ee,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,62,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-431e70f51e83,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,63,,FAIL,
R-fc727cc329ec,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,64,,FAIL,
R-7ba948bb63f9,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,67,,FAIL,
R-a2bb09216e7c,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,68,,FAIL,
R-8b7983a8dfa4,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,69,,FAIL,
R-207c00f78c44,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,70,,FAIL,
R-b4b1de032ae7,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,71,,FAIL,
R-7bb1fd0e5525,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,74,,FAIL,
R-796b4247b0b2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,75,,FAIL,
R-b2a8e4571998,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,76,,FAIL,
R-0e28c3779d56,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,77,,FAIL,
R-936b7231ca65,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,80,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-a458e94c53da,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,81,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-47af9f3b7cad,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,82,,FAIL,
R-f66b0068e900,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,83,,FAIL,
R-54dd7ab45a4d,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,84,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-1ac9635a50d8,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,87,,FAIL,
R-094684df4bc3,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,88,,FAIL,
R-0a718b48cd56,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,89,,FAIL,
R-4c21853960c0,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,90,,FAIL,
R-dfb8c8b17a39,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,91,,FAIL,
R-cf597c7099ae,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,94,,FAIL,
R-f61b5d29a33a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,95,,FAIL,
R-eea740e841d1,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,96,,FAIL,
R-ae0b9deaf02b,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,97,,FAIL,
R-9a7af11435fc,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,100,,FAIL,
R-cb69f4b584e2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,101,,FAIL,
R-507c12f98169,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,102,,FAIL,
R-25e502000d3d,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,103,,FAIL,
R-68350484d1c9,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,106,,FAIL,
R-b8081b7b9251,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,107,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-8f4f897fb7ac,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,108,,FAIL,
R-da947b00ebfb,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,109,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-e3ede8692d1d,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,112,,FAIL,
R-fa3db2fb7900,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,113,,FAIL,
R-7b58b6211323,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,114,,FAIL,
R-81812b940a0a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,115,,FAIL,
R-a271d67447f1,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,116,,WARN,
R-4d015d3a3db8,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,119,,FAIL,
R-6cfc97854fff,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,120,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-882c19567fa4,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,121,,FAIL,
R-e5255dd961e2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,122,,FAIL,
R-8c7733824a39,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,123,,FAIL,
R-0ba8c0d22e22,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,126,,FAIL,
R-0ddff5604cb4,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,127,,FAIL,
R-e0006f76c181,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,128,,FAIL,
R-97e7066ed20a,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,129,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-07ecc2fc6e95,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,132,,FAIL,
R-0a77f0c14782,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,133,,FAIL,
R-7ff7b35c5a9b,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,134,,FAIL,
R-042e5b660177,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,135,,FAIL,
R-449a6e178ee0,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,138,,FAIL,
R-d969835f1b42,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,139,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-1689c28c2efd,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,140,,FAIL,
R-889e58effadf,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,141,,FAIL,
R-38c0ca7947a2,/Users/frisowempe/ISA_D/docs/ULTIMATE_PLAN.md,148,,FAIL,
R-ec580113a642,/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,51,,FAIL,
R-ed1efc59ee3e,/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,53,,FAIL,
R-0734420c05df,/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,88,,FAIL,
R-4d8ddc9e9eb7,/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,90,,FAIL,
R-acff93a95324,/Users/frisowempe/ISA_D/docs/AI_PROJECT_CHARTER.md,91,,FAIL,
R-a44815a199d9,/Users/frisowempe/ISA_D/docs/RESEARCH_CAPABILITIES.md,51,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-9f7112a77112,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,11,,FAIL,
R-5a295225a826,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,12,,FAIL,
R-ff69ad5d6da4,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,13,,FAIL,
R-9a07fa871688,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,14,,FAIL,
R-a39ba984ab1a,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,15,,FAIL,
R-4539f8d65593,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,16,,FAIL,
R-a0911c08e5cf,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,17,,FAIL,
R-7a232910782a,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,20,,FAIL,
R-07d5eae40ce2,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,21,,FAIL,
R-f2e2c0079065,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,22,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-5a0b75566091,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,23,,FAIL,
R-c9e905d66f60,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,24,,FAIL,
R-7c0fad731899,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,25,,FAIL,
R-d937c5e3d82b,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,29,,FAIL,
R-294241829316,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,30,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-64679af8893c,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,31,,FAIL,
R-323a8d98b381,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,32,,FAIL,
R-c347fd62802b,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,33,,FAIL,
R-8defd9823fef,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,36,,FAIL,
R-b8a5d579ce36,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,37,,FAIL,
R-8720261b0722,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,38,,FAIL,
R-365b1cd51757,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,39,,FAIL,
R-604bb35c5eea,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,40,,FAIL,
R-d36f53846682,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,43,,FAIL,
R-46dcd85be73d,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,44,,FAIL,
R-0cb2d4099ee0,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,45,,FAIL,
R-3a036fdeed8b,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,46,,FAIL,
R-b4a435a552e2,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,47,,FAIL,
R-7753208a21aa,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,50,,FAIL,
R-d4035e9c94db,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,51,,FAIL,
R-89aa69487582,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,52,,FAIL,
R-9283b0cbadd6,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,53,,FAIL,
R-e51ecaecc6cc,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,54,,FAIL,
R-60f7c2496425,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,57,,FAIL,
R-583b720368b3,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,58,,FAIL,
R-10ddd0671afc,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,59,,FAIL,
R-0fb0117d253f,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,60,,FAIL,
R-f482dfe5698f,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,63,,FAIL,
R-77b84d40b742,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,64,,FAIL,
R-25532b25ad7e,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,65,,FAIL,
R-38bd8c41632e,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,66,,FAIL,
R-1f8cc525c05e,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,69,,FAIL,
R-8b3711189901,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,70,,FAIL,
R-b1440a7e09e8,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,71,,FAIL,
R-71cc2fe3c735,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,72,,FAIL,
R-d87e732f13c9,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,75,,FAIL,
R-016692a982db,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,76,,FAIL,
R-e2ffd9c0f28d,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,77,,FAIL,
R-ac303e1a2b46,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,78,,FAIL,
R-ed896ea30e01,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,79,,FAIL,
R-d2873151c719,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,82,,FAIL,
R-371bd7c55f82,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,83,,FAIL,
R-d9af3a36f490,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,84,,FAIL,
R-bc9aa4ba6999,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,85,,FAIL,
R-c1d4e7de518b,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,86,,FAIL,
R-6604ab246689,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,89,,FAIL,
R-206de179e3ef,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,90,,FAIL,
