Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Change Information,Unnamed: 10,Unnamed: 11,Unnamed: 12
3245,precautionaryStatementsDescription,@languageCode,Conditional,3246,precautionaryStatementsDescription/@languageCode,A code representing the language used in the description.,safetyDataSheetModule/safetyDataSheetInformation/gHSDetail/precautionaryStatement/precautionaryStatementsDescription/@languageCode,YES,nan,nan,nan,nan
3506,descriptionShort,@languageCode,Conditional,3507,descriptionShort/@languageCode,A code representing the language used in the description.,tradeItemDescriptionModule/tradeItemDescriptionInformation/descriptionShort/@languageCode,YES,nan,nan,nan,nan
3508,functionalName,@languageCode,Conditional,3509,functionalName/@languageCode,A code representing the language used in the description.,tradeItemDescriptionModule/tradeItemDescriptionInformation/functionalName/@languageCode,YES,nan,nan,nan,nan
3515,regulatedProductName,@languageCode,Conditional,3516,regulatedProductName/@languageCode,A code representing the language used in the description.,tradeItemDescriptionModule/tradeItemDescriptionInformation/regulatedProductName/@languageCode,YES,nan,nan,nan,nan
3517,tradeItemDescription,@languageCode,Conditional,3518,tradeItemDescription/@languageCode,A code representing the language used in the description.,tradeItemDescriptionModule/tradeItemDescriptionInformation/tradeItemDescription/@languageCode,YES,nan,nan,nan,nan
3552,colourDescription,@languagecode,Conditional,3553,colourDescription/@languageCode,A code representing the language used in the description.,tradeItemDescriptionModule/tradeItemDescriptionInformation/colour/colourDescription/@languagecode,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeDescription,Optional,3588,handlingInstructionsCodeReference/@codeDescription,A description for the code value provided.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeDescription,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListAgencyCode,Optional,3589,handlingInstructionsCodeReference/@codeListAgencyCode,A code representing the agency which manages the code list for example 5 for ISO.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListAgencyCode,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListAgencyCodeListVersion,Optional,3590,handlingInstructionsCodeReference/@codeListAgencyCodeListVersion,The snapshot of the Code List Agency code list at a certain point in time.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListAgencyCodeListVersion,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListAgencyName,Optional,3591,handlingInstructionsCodeReference/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListAgencyName,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListName,Optional,3592,handlingInstructionsCodeReference/@codeListName,The name of the code list which provides the code value.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListName,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListURI,Optional,3593,handlingInstructionsCodeReference/@codeListURI,A string that refers to the location of the code list which provides the code value.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListURI,YES,nan,nan,nan,nan
3587,handlingInstructionsCodeReference,@codeListVersion,Optional,3594,handlingInstructionsCodeReference/@codeListVersion,The snapshot of the code list at a certain point in time.,tradeItemHandlingModule/tradeItemHandlingInformation/handlingInstructionsCodeReference/@codeListVersion,YES,nan,nan,nan,nan
3709,itemPeriodSafeToUseAfterOpening,@timeMeasurementUnitCode,Conditional,3710,itemPeriodSafeToUseAfterOpening/@timeMeasurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemLifespanModule/tradeItemLifespan/itemPeriodSafeToUseAfterOpening/@timeMeasurementUnitCode,YES,nan,nan,nan,nan
3721,depth,@measurementUnitcode,Conditional,3722,depth/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/depth/@measurementUnitcode,YES,nan,nan,nan,nan
3725,height,@measurementUnitcode,Conditional,3726,height/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/height/@measurementUnitcode,YES,nan,nan,nan,nan
3733,netContent,@measurementUnitcode,Conditional,3734,netContent/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/netContent/@measurementUnitcode,YES,nan,nan,nan,nan
3739,width,@measurementUnitcode,Conditional,3740,width/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/width/@measurementUnitcode,YES,nan,nan,nan,nan
3741,netContentStatement,@languageCode,Conditional,3742,netContentStatement/@languageCode,A code representing the language used in the description.,tradeItemMeasurementsModule/tradeItemMeasurements/netContentStatement/@languageCode,YES,nan,nan,nan,nan
3759,depth,@measurementUnitcode,Conditional,3760,depth/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/additionalTradeItemDimensions/depth/@measurementUnitcode,YES,nan,nan,nan,nan
3762,height,@measurementUnitcode,Conditional,3763,height/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/additionalTradeItemDimensions/height/@measurementUnitcode,YES,nan,nan,nan,nan
3764,width,@measurementUnitcode,Conditional,3765,width/@measurementUnitcode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/additionalTradeItemDimensions/width/@measurementUnitcode,YES,nan,nan,nan,nan
3775,drainedWeight,@measurementUnitCode,Conditional,3776,drainedWeight/@measurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/tradeItemWeight/drainedWeight/@measurementUnitCode,YES,nan,nan,nan,nan
3777,grossWeight,@measurementUnitCode,Conditional,3778,grossWeight/@measurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/tradeItemWeight/grossWeight/@measurementUnitCode,YES,nan,nan,nan,nan
3779,netWeight,@measurementUnitCode,Conditional,3780,netWeight/@measurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemMeasurementsModule/tradeItemMeasurements/tradeItemWeight/netWeight/@measurementUnitCode,YES,nan,nan,nan,nan
3800,descriptiveSize,@languageCode,Conditional,3801,descriptiveSize/@languageCode,A code representing the language used in the description.,tradeItemSizeModule/size/descriptiveSize/@languageCode,YES,nan,nan,nan,nan
3820,maximumTemperature,@temperatureMeasurementUnitCode,Conditional,3821,maximumTemperature/@temperatureMeasurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemTemperatureInformationModule/tradeItemTemperatureInformation/maximumTemperature/@temperatureMeasurementUnitCode,YES,nan,nan,nan,nan
3826,minimumTemperature,@temperatureMeasurementUnitCode,Conditional,3827,minimumTemperature/@temperatureMeasurementUnitCode,"Any standardized, reproducible unit that can be used to measure any physical property.",tradeItemTemperatureInformationModule/tradeItemTemperatureInformation/minimumTemperature/@temperatureMeasurementUnitCode,YES,nan,nan,nan,nan
375,allergenTypeCode,@codeListAgencyName,Optional,5510,allergenTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,allergenInformationModule/allergenRelatedInformation/allergen/allergenTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
613,batteryTechnologyTypeCode,@codeListAgencyName,Optional,5530,batteryTechnologyTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,batteryInformationModule/batteryDetail/batteryTechnologyTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
614,batteryTypeCode,@codeListAgencyName,Optional,5531,batteryTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,batteryInformationModule/batteryDetail/batteryTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
914,catchMethodCode,@codeListAgencyName,Optional,5535,catchMethodCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/catchMethodCode/@codeListAgencyName,YES,nan,nan,nan,nan
127,contactTypeCode,@codeListAgencyName,Optional,5547,contactTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemContactInformation/contactTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
1066,dietTypeCode,@codeListAgencyName,Optional,5560,dietTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,dietInformationModule/dietInformation/dietTypeInformation/dietTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
3761,dimensionTypeCode,@codeListAgencyName,Optional,5562,dimensionTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,tradeItemMeasurementsModule/tradeItemMeasurements/additionalTradeItemDimensions/dimensionTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
388,feedType,@codeListAgencyName,Optional,5571,feedType/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,animalFeedingModule/feedType/@codeListAgencyName,YES,nan,nan,nan,nan
3237,gHSSignalWordsCode,@codeListAgencyName,Optional,5582,gHSSignalWordsCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,safetyDataSheetModule/safetyDataSheetInformation/gHSDetail/gHSSignalWordsCode/@codeListAgencyName,YES,nan,nan,nan,nan
3238,gHSSymbolDescriptionCode,@codeListAgencyName,Optional,5583,gHSSymbolDescriptionCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,safetyDataSheetModule/safetyDataSheetInformation/gHSDetail/gHSSymbolDescriptionCode/@codeListAgencyName,YES,nan,nan,nan,nan
1259,growingMethodCode,@codeListAgencyName,Optional,5588,growingMethodCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,farmingAndProcessingInformationModule/tradeItemFarmingAndProcessing/growingMethodCode/@codeListAgencyName,YES,nan,nan,nan,nan
2776,importClassificationTypeCode,@codeListAgencyName,Optional,5599,importClassificationTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,placeOfItemActivityModule/importClassification/importClassificationTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
376,levelOfContainmentCode,@codeListAgencyName,Optional,5605,levelOfContainmentCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,allergenInformationModule/allergenRelatedInformation/allergen/levelOfContainmentCode/@codeListAgencyName,YES,nan,nan,nan,nan
1258,geneticallyModifiedDeclarationCode,@codeListAgencyName,Optional,5606,geneticallyModifiedDeclarationCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,farmingAndProcessingInformationModule/tradeItemFarmingAndProcessing/geneticallyModifiedDeclarationCode/@codeListAgencyName,YES,nan,nan,nan,nan
1273,levelOfContainmentCode,@codeListAgencyName,Optional,5607,levelOfContainmentCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,foodAndBeverageIngredientModule/additiveInformation/levelOfContainmentCode/@codeListAgencyName,YES,nan,nan,nan,nan
1732,measurementPrecisionCode,@codeListAgencyName,Optional,5617,measurementPrecisionCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutrientHeader/nutrientDetail/measurementPrecisionCode/@codeListAgencyName,YES,nan,nan,nan,nan
1736,dailyValueIntakePercentMeasurementPrecisionCode,@codeListAgencyName,Optional,5618,dailyValueIntakePercentMeasurementPrecisionCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutrientHeader/nutrientDetail/dailyValueIntakePercentMeasurementPrecisionCode/@codeListAgencyName,YES,nan,nan,nan,nan
1365,numberOfServingsPerPackageMeasurementPrecisionCode,@codeListAgencyName,Optional,5625,numberOfServingsPerPackageMeasurementPrecisionCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,foodAndBeveragePreparationServingModule/servingQuantityInformation/numberOfServingsPerPackageMeasurementPrecisionCode/@codeListAgencyName,YES,nan,nan,nan,nan
204,animalNutrientTypeCode,@codeListAgencyName,Optional,5642,animalNutrientTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,animalFeedingModule/animalFeeding/animalFeedingDetail/animalNutrientDetail/animalNutrientTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
1733,nutrientTypeCode,@codeListAgencyName,Optional,5643,nutrientTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutrientHeader/nutrientDetail/nutrientTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
1709,nutritionalClaimNutrientElementCode,@codeListAgencyName,Optional,5646,nutritionalClaimNutrientElementCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutritionalClaimDetail/nutritionalClaimNutrientElementCode/@codeListAgencyName,YES,nan,nan,nan,nan
1710,nutritionalClaimTypeCode,@codeListAgencyName,Optional,5647,nutritionalClaimTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutritionalClaimDetail/nutritionalClaimTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
2186,packagingTypeCode,@codeListAgencyName,Optional,5687,packagingTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,packagingInformationModule/packaging/packagingTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
2166,packagingFeatureCode,@codeListAgencyName,Optional,5692,packagingFeatureCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,packagingInformationModule/packaging/packagingFeatureCode/@codeListAgencyName,YES,nan,nan,nan,nan
2312,packagingMarkedLabelAccreditationCode,@codeListAgencyName,Optional,5697,packagingMarkedLabelAccreditationCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,packagingMarkingModule/packagingMarking/packagingMarkedLabelAccreditationCode/@codeListAgencyName,YES,nan,nan,nan,nan
2206,packagingMaterialTypeCode,@codeListAgencyName,Optional,5700,packagingMaterialTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,packagingInformationModule/packaging/packagingMaterial/packagingMaterialTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
2181,platformTypeCode,@codeListAgencyName,Optional,5726,platformTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,packagingInformationModule/packaging/platformTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
1379,preparationTypeCode,@codeListAgencyName,Optional,5736,preparationTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,foodAndBeveragePreparationServingModule/preparationServing/preparationTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
1717,preparationStateCode,@codeListAgencyName,Optional,5737,preparationStateCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,nutritionalInformationModule/nutrientHeader/preparationStateCode/@codeListAgencyName,YES,nan,nan,nan,nan
915,productionMethodForFishAndSeaFoodCode,@codeListAgencyName,Optional,5747,productionMethodForFishAndSeaFoodCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/productionMethodForFishAndSeaFoodCode/@codeListAgencyName,YES,nan,nan,nan,nan
2999,referencedFileTypeCode,@codeListAgencyName,Optional,5761,referencedFileTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,referencedFileDetailInformationModule/referencedFileHeader/referencedFileTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
115,referencedTradeItemTypeCode,@codeListAgencyName,Optional,5765,referencedTradeItemTypeCode/@codeListAgencyName,A name of the agency which manages the code list for example ISO.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/referencedTradeItem/referencedTradeItemTypeCode/@codeListAgencyName,YES,nan,nan,nan,nan
3607,stackingFactorTypeCode,@codeListVersion,Optional,6992,stackingFactorTypeCode/@codeListVersion,The snapshot of the code list at a certain point in time.,tradeItemHandlingModule/tradeItemHandlingInformation/tradeItemStacking/stackingFactorTypeCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (6992) replaces @codeListAgencyName (5790),2.5
916,storageStateCode,@codeListVersion,Optional,6834,storageStateCode/@codeListVersion,The snapshot of the code list at a certain point in time.,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/storageStateCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (6834) replaces @codeListAgencyName (5794),2.5
389,targetedConsumptionBy,@codeListVersion,Optional,6817,targetedConsumptionBy/@codeListVersion,The snapshot of the code list at a certain point in time.,animalFeedingModule/targetedConsumptionBy/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (6817) replaces @codeListAgencyName (5800),2.5
1175,dutyFeeTaxCategoryCode,@codeListVersion,Optional,7014,dutyFeeTaxCategoryCode/@codeListVersion,The snapshot of the code list at a certain point in time.,dutyFeeTaxInformationModule/dutyFeeTaxInformation/dutyFeeTax/dutyFeeTaxCategoryCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (7014) replaces @codeListAgencyName (5801),2.5
2334,tradeItemDateOnPackagingTypeCode,@codeListVersion,Optional,7028,tradeItemDateOnPackagingTypeCode/@codeListVersion,The snapshot of the code list at a certain point in time.,packagingMarkingModule/packagingMarking/packagingDate/tradeItemDateOnPackagingTypeCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (7028) replaces @codeListAgencyName (5814),2.5
3531,tradeItemFormCode,@codeListVersion,Optional,7030,tradeItemFormCode/@codeListVersion,The snapshot of the code list at a certain point in time.,tradeItemDescriptionModule/tradeItemDescriptionInformation/tradeItemFormCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (7030) replaces @codeListAgencyName (5815),2.5
3804,tradeItemTemperatureConditionTypeCode,@codeListVersion,Optional,7036,tradeItemTemperatureConditionTypeCode/@codeListVersion,The snapshot of the code list at a certain point in time.,tradeItemTemperatureInformationModule/tradeItemTemperatureConditionTypeCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (7036) replaces @codeListAgencyName (5820),2.5
66,tradeItemUnitDescriptorCode,@codeListVersion,Optional,6795,tradeItemUnitDescriptorCode/@codeListVersion,The snapshot of the code list at a certain point in time.,/catalogue_item_notification:catalogueItemNotificationMessage/transaction/documentCommand/catalogue_item_notification:catalogueItemNotification/catalogueItem/tradeItem/tradeItemUnitDescriptorCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (6795) replaces @codeListAgencyName (5821),2.5
3909,variableTradeItemTypeCode,@codeListVersion,Optional,7041,variableTradeItemTypeCode/@codeListVersion,The snapshot of the code list at a certain point in time.,variableTradeItemInformationModule/variableTradeItemInformation/variableTradeItemTypeCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (7041) replaces @codeListAgencyName (5824),2.5
1498,tradeItemMarketingMessage,@codeListVersion,Optional,5833,tradeItemMarketingMessage/@codeListVersion,The snapshot of the code list at a certain point in time.,marketingInformationModule/marketingInformation/tradeItemMarketingMessage/@codeListVersion,YES,nan,nan,nan,nan
1498,tradeItemMarketingMessage,@formattingPattern,Optional,5834,tradeItemMarketingMessage/@formattingPattern,0,marketingInformationModule/marketingInformation/tradeItemMarketingMessage/@formattingPattern,YES,nan,nan,nan,nan
1498,tradeItemMarketingMessage,@sequenceNumber,Conditional,5835,tradeItemMarketingMessage/@sequenceNumber,A number used to indicate the order in which the allowances or charges are to be calculated.,marketingInformationModule/marketingInformation/tradeItemMarketingMessage/@sequenceNumber,YES,nan,nan,nan,nan
5872,nutrientBasisQuantityDescription,@languageCode,Conditional,5873,nutrientBasisQuantityDescription/@languageCode,A code representing the language used in the description.,nutritionalInformationModule/nutrientHeader/nutrientBasisQuantityDescription/@languageCode,YES,nan,nan,nan,nan
5907,feedAdditiveStatement,@languageCode,Conditional,5908,feedAdditiveStatement/@languageCode,A code representing the language used in the description.,animalFeedingModule/feedAdditiveStatement/@languageCode,YES,nan,nan,nan,nan
5909,feedAnalyticalConstituentsStatement,@languageCode,Conditional,5910,feedAnalyticalConstituentsStatement/@languageCode,A code representing the language used in the description.,animalFeedingModule/feedAnalyticalConstituentsStatement/@languageCode,YES,nan,nan,nan,nan
5911,feedCompositionStatement,@languageCode,Conditional,5912,feedCompositionStatement/@languageCode,A code representing the language used in the description.,animalFeedingModule/feedCompositionStatement/@languageCode,YES,nan,nan,nan,nan
5913,feedingInstructions,@languageCode,Conditional,5914,feedingInstructions/@languageCode,A code representing the language used in the description.,animalFeedingModule/feedingInstructions/@languageCode,YES,nan,nan,nan,nan
1494,tradeItemFeatureBenefit,@codeListVersion,Optional,6092,tradeItemFeatureBenefit/@codeListVersion,Element for consumer facing marketing content to describe the key features or benefits of the style suitable for display purposes.,marketingInformationModule/marketingInformation/tradeItemFeatureBenefit/@codeListVersion,YES,nan,nan,nan,nan
1494,tradeItemFeatureBenefit,@formattingPattern,Optional,6093,tradeItemFeatureBenefit/@formattingPattern,Element for consumer facing marketing content to describe the key features or benefits of the style suitable for display purposes.,marketingInformationModule/marketingInformation/tradeItemFeatureBenefit/@formattingPattern,YES,nan,nan,nan,nan
1494,tradeItemFeatureBenefit,@sequenceNumber,Conditional,6094,tradeItemFeatureBenefit/@sequenceNumber,Element for consumer facing marketing content to describe the key features or benefits of the style suitable for display purposes.,marketingInformationModule/marketingInformation/tradeItemFeatureBenefit/@sequenceNumber,YES,nan,nan,nan,nan
6147,catchAreaCode,@codeListVersion,Optional,6833,catchAreaCode/@codeListVersion,The snapshot of the code list at a certain point in time.,dairyFishMeatPoultryItemModule/dairyFishMeatPoultryInformation/fishReportingInformation/fishCatchInformation/catchAreaCode/@codeListVersion,YES,Errata-Update,nan,@codeListVersion (6833) replaces @codeListAgencyName (6148),2.5
3515,regulatedProductName,@codeListVersion,Optional,6274,regulatedProductName/@codeListVersion,The snapshot of the code list at a certain point in time.,tradeItemDescriptionModule/tradeItemDescriptionInformation/regulatedProductName/@codeListVersion,YES,nan,nan,nan,nan
3515,regulatedProductName,@formattingPattern,Optional,6275,regulatedProductName/@formattingPattern,0,tradeItemDescriptionModule/tradeItemDescriptionInformation/regulatedProductName/@formattingPattern,YES,nan,nan,nan,nan
3515,regulatedProductName,@sequenceNumber,Conditional,6276,regulatedProductName/@sequenceNumber,A number used to indicate the order in which the allowances or charges are to be calculated.,tradeItemDescriptionModule/tradeItemDescriptionInformation/regulatedProductName/@sequenceNumber,YES,nan,nan,nan,nan
